537774;1.3549523;103.884348
537773;1.3549154;103.884277
535114;1.3610684;103.888319
537778;1.3557724;103.884104
549759;1.3643504;103.880889
535115;1.3611014;103.8885909
537770;1.3548064;103.884064
307430;1.3190604;103.838984
549766;1.3646004;103.880695
574712;1.3517134;103.830937
307436;1.3190604;103.838984
547106;1.3663724;103.875151
535109;1.3610324;103.8880789
307438;1.3187194;103.834672
307437;1.3187194;103.834672
753468;1.4505494;103.812518
547102;1.3663494;103.875082
535122;1.3611524;103.889011
535124;1.3611504;103.889045
537784;1.3553704;103.88432
537787;1.3551694;103.884428
537781;1.3555714;103.8842119
307441;1.3555714;103.8842119
549751;1.3641544;103.88102
307447;1.3187194;103.834672
574724;1.3514204;103.830333
535118;1.3609363;103.889045
574728;1.3513234;103.830146
307443;1.3609363;103.889045
537751;1.3541974;103.882873
537754;1.3542814;103.883038
537753;1.3542474;103.882972
549736;1.3636684;103.881238
248593;1.3070354;103.804687
549740;1.3635424;103.880931
248592;1.3069864;103.804933
574730;1.3512154;103.829677
789452;1.3801074;103.8281679
549743;1.3634204;103.880764
789457;1.3801494;103.828055
789458;1.3803634;103.827842
549746;1.3639544;103.881287
537746;1.3548824;103.88338
574737;1.3517284;103.82921
790437;1.3925994;103.873737
248591;1.3068464;103.805152
537761;1.3545164;103.8835
753463;1.3437459;103.8240449
537760;1.3544834;103.883434
753466;1.4560134;103.810789
537763;1.3545684;103.883602
560101;1.3702974;103.83707
537762;1.3545504;103.883566
560102;1.3705884;103.837115
307417;1.3545504;103.883566
560103;1.3710064;103.836962
535103;1.3609744;103.8876229
560104;1.3717644;103.836789
537767;1.3546964;103.88385
560105;1.3723374;103.835203
537766;1.3546604;103.883779
560107;1.3714573;103.835028
560106;1.3719994;103.835062
560108;1.3711244;103.835979
560109;1.3702074;103.835568
574742;1.3512714;103.830032
789465;1.3799214;103.827832
549733;1.3637964;103.881433
789469;1.3798114;103.8276283
537757;1.3543824;103.883236
789460;1.3803404;103.8277843
307420;1.3543824;103.883236
559120;1.3616224;103.8583103
535154;1.3623044;103.890189
535155;1.3623154;103.8902573
535156;1.3623214;103.8903253
535159;1.3622993;103.890162
128710;1.3074664;103.7611733
488236;1.3339244;103.943354
079212;1.2742214;103.8460663
559127;1.3618474;103.858126
535152;1.3623634;103.8894182
559123;1.3617024;103.858007
547142;1.3666054;103.8761903
547141;1.3664384;103.876863
789476;1.3795954;103.8272952
789477;1.3795494;103.827227
789478;1.3795033;103.8271643
547148;1.3665784;103.876371
547145;1.3663664;103.8769863
547143;1.3663984;103.876921
535164;1.3616834;103.8903273
562700;1.3694404;103.843858
559117;1.3615564;103.8581583
488227;1.3337344;103.943949
488229;1.3336904;103.9438293
535162;1.3616764;103.890241
547131;1.3665294;103.8765633
549794;1.3638294;103.880516
549795;1.3645374;103.8803803
549797;1.3645054;103.88038
488234;1.3335844;103.9435593
549799;1.3640544;103.880354
824316;1.3335844;103.9435593
559109;1.3613324;103.858366
488231;1.3336534;103.9437293
547139;1.3664664;103.876802
199078;1.3030554;103.8564513
789482;1.3793604;103.826903
549790;1.3636784;103.8806303
547134;1.3665984;103.8759269
789480;1.3794344;103.8270393
549793;1.3645984;103.880366
789481;1.3793894;103.8269713
535131;1.3614564;103.88856
535134;1.3612094;103.8894103
547119;1.3665773;103.87617
559106;1.3611524;103.8586953
559105;1.3612124;103.858469
488219;1.3335364;103.9438683
559103;1.3611614;103.85852
488218;1.3335144;103.9438043
537791;1.3550204;103.884522
824301;1.4037484;103.9038953
824302;1.4037484;103.90389
824303;1.4037484;103.9038953
824305;1.4061104;103.904793
488221;1.3335764;103.9439633
824306;1.4064764;103.904311
547123;1.3665624;103.8763133
547122;1.3664924;103.8755653
549782;1.3638924;103.880491
535144;1.3623464;103.8899143
535145;1.3623404;103.889862
535146;1.3623464;103.8898153
547109;1.3665334;103.875828
535148;1.3623604;103.8896933
488209;1.3331674;103.944138
488208;1.3331834;103.9441902
523168;1.3424424;103.9562639
488212;1.3331054;103.9439623
549776;1.3640664;103.880365
523167;1.3429514;103.9571413
535139;1.3617744;103.8899
547116;1.3664394;103.8753823
574705;1.3518213;103.831546
547115;1.3665734;103.8760222
547114;1.3664214;103.875316
547113;1.3665693;103.8759563
547111;1.3665524;103.875892
547110;1.3664024;103.8752413
